138,9,128,23,85,129,11,102,36,7,1
35,21,1,8,27,58,59,71,41,75,0
111,35,15,101,99,123,74,20,14,48,1
67,34,93,84,36,11,13,48,103,8,0
32,14,22,136,9,52,29,26,6,58,1
62,99,17,93,84,28,138,14,45,30,1
63,101,9,49,45,72,17,1,14,47,1
138,7,14,30,76,99,33,106,86,6,1
91,102,32,34,138,86,36,22,5,70,0
88,128,87,70,2,64,138,36,86,43,0
48,135,26,21,95,32,59,44,97,138,0
10,26,96,21,17,70,85,41,32,35,1
76,84,90,120,35,74,62,87,14,11,0
21,67,64,77,86,138,126,11,84,51,0
14,44,42,6,5,47,29,20,37,8,0
26,44,21,14,42,37,35,2,49,20,0
36,8,80,68,84,21,49,102,85,1,0
101,19,25,102,81,44,4,84,49,8,0
64,43,30,1,138,17,50,14,6,5,1
129,27,44,29,36,95,105,11,119,136,1
6,9,102,75,5,25,27,2,10,14,0
8,9,126,65,84,19,97,94,64,104,0
36,5,71,75,42,84,21,35,94,97,1
13,29,97,1,30,43,106,105,6,100,0
34,88,29,10,60,20,48,1,7,45,0
47,105,27,12,128,68,75,104,126,93,1
26,49,44,14,18,88,75,93,29,119,0
6,5,25,2,68,50,138,38,26,63,1
128,33,54,17,6,74,76,30,69,19,1
47,30,26,44,42,8,5,22,35,20,0
68,137,114,22,67,138,135,15,83,32,1
110,26,9,72,35,106,48,102,41,83,0
101,126,67,86,29,135,111,109,7,16,1
67,71,32,72,22,31,93,16,119,11,1
75,83,46,138,64,84,57,56,35,114,1
22,28,64,80,123,14,114,56,53,30,0
74,1,75,96,102,68,128,85,36,42,1
41,20,30,135,84,35,69,17,138,37,0
7,35,83,138,68,1,107,37,69,9,0
81,45,36,105,47,30,8,56,108,68,1
1,105,14,75,35,73,85,23,45,17,1
138,2,11,83,84,21,126,16,6,5,0
56,30,35,123,108,60,74,64,41,14,1
22,25,48,129,83,36,34,54,87,39,0
30,100,97,27,6,62,22,86,10,96,1
93,76,5,42,64,75,11,69,17,30,0
21,30,20,6,49,44,42,37,35,14,0
5,37,47,29,42,14,49,35,44,20,0
126,81,90,128,93,123,76,70,19,121,1
35,98,1,119,111,44,104,14,60,72,0
129,26,14,10,45,8,109,63,30,76,0
105,35,32,109,6,12,59,47,45,16,1
32,91,22,93,2,15,84,138,14,56,0
59,22,30,106,1,31,62,26,69,44,0
41,89,87,30,65,6,26,101,97,44,0
84,71,119,1,11,62,2,121,27,80,0
106,137,71,109,105,7,86,102,22,129,0
121,70,99,128,4,32,92,11,14,100,1
14,113,84,18,50,104,91,123,83,6,1
136,120,74,7,51,104,14,8,84,13,1
100,121,14,95,48,8,101,34,21,69,0
70,90,16,119,106,47,121,93,99,5,0
22,123,75,27,71,42,138,7,6,84,0
16,123,76,56,72,30,29,13,93,74,1
21,22,97,1,121,14,58,81,137,26,0
4,36,93,101,46,105,8,22,98,25,1
23,56,37,14,78,68,67,112,15,75,0
69,121,20,76,8,74,30,45,28,44,1
36,35,70,126,42,45,84,62,9,8,1
86,104,72,3,54,113,29,75,70,85,0
64,49,50,104,1,17,5,40,69,93,1
100,64,74,93,2,111,57,11,42,44,1
35,49,68,64,62,128,103,59,7,44,0
86,64,71,84,111,123,39,75,93,1,0
9,26,13,99,2,50,42,80,72,100,0
70,39,17,31,7,35,93,84,82,22,0
83,39,56,104,86,26,70,75,94,99,0
10,34,1,37,14,59,79,60,26,74,1
35,58,81,5,9,108,8,30,75,106,0
41,67,22,16,21,8,23,76,87,71,1
70,14,104,64,74,128,35,98,48,58,0
58,7,87,53,27,81,111,75,28,39,0
1,71,49,36,26,28,17,70,62,53,0
105,26,22,104,67,120,35,86,27,14,1
106,123,48,59,20,6,136,27,18,76,1
14,50,95,110,76,86,32,35,5,70,1
119,76,36,110,35,93,50,68,105,113,0
30,36,37,93,17,129,11,44,64,26,1
8,35,49,20,42,2,5,64,6,29,1
37,1,17,49,36,21,44,28,71,56,0
2,46,27,1,30,89,64,102,75,59,1
108,8,104,9,27,2,84,93,87,11,1
121,129,8,105,35,40,97,34,138,75,1
9,1,51,69,137,44,120,38,45,72,1
47,8,5,55,14,94,9,73,6,71,1
100,87,126,10,138,136,17,110,49,9,1
93,22,84,67,26,4,83,34,98,14,0
1,95,74,87,86,93,26,6,71,58,1
104,2,26,1,121,42,5,33,101,106,0
86,6,87,49,36,71,72,70,55,111,0
86,8,31,78,138,35,126,105,128,85,1
0,0,0,0,0,0,0,0,0,0,0
2,91,6,123,121,73,59,33,42,72,0
2,21,76,70,9,87,14,112,44,10,1
30,35,83,56,85,32,27,12,67,100,1
99,95,51,26,35,36,86,5,67,100,1
67,21,74,20,101,14,29,22,129,105,1
4,135,41,62,22,99,35,53,75,138,1
44,31,36,23,5,14,104,11,58,25,1
2,8,13,87,64,120,38,14,20,67,0
75,101,49,123,2,32,47,72,5,26,1
5,56,31,135,73,126,16,106,123,75,0
14,8,34,120,6,21,48,83,137,71,1
40,31,12,2,72,30,75,28,18,106,0
11,99,84,6,75,70,50,91,87,2,0
42,29,20,21,31,138,6,49,44,26,0
54,44,21,35,59,14,78,79,96,1,0
71,76,1,90,60,128,8,11,64,9,0
126,10,71,86,77,22,14,75,41,84,1
77,11,98,26,50,23,47,1,19,64,1
128,89,58,114,30,43,27,137,46,41,0
28,101,100,30,12,119,93,35,15,27,0
26,104,41,56,30,128,10,59,36,97,1
9,2,5,111,114,68,96,76,11,14,1
104,113,33,45,46,84,36,105,54,74,1
135,30,102,34,14,35,86,62,104,41,1
32,113,35,71,84,75,15,50,41,25,1
4,77,33,31,22,9,14,20,30,19,0
48,110,1,102,75,70,106,63,84,87,0
30,90,128,44,119,31,48,21,35,28,0
22,31,1,100,76,108,58,136,74,43,0
0,0,0,0,0,0,0,0,0,0,0
67,101,73,104,11,40,36,137,14,10,1
13,32,86,138,63,128,39,88,14,129,0
72,58,104,60,21,18,123,2,87,62,0
36,99,87,6,50,53,1,30,23,52,1
112,69,9,63,75,97,16,32,138,110,1
84,38,8,50,74,33,94,30,22,7,1
