6,23,96,87,26,14,109,5,34,110,1
7,88,129,63,30,86,6,100,17,27,0
2,69,86,45,62,119,113,32,20,97,1
44,48,47,36,22,68,59,35,75,104,0
6,72,71,40,22,5,114,11,7,113,1
35,62,6,14,40,103,105,22,32,4,1
25,137,11,18,123,98,86,30,22,8,0
128,32,64,2,126,29,74,105,138,50,1
35,85,23,71,14,98,6,11,86,25,1
136,42,90,14,68,22,43,7,31,1,1
2,21,25,104,52,93,11,128,1,101,1
46,51,27,138,128,11,3,47,43,41,1
111,59,6,18,91,64,13,14,70,31,1
1,37,27,114,99,100,11,3,104,2,1
48,119,91,6,20,22,74,129,14,11,0
137,111,67,21,90,14,16,18,8,71,1
66,64,59,74,93,70,26,104,101,34,0
30,62,57,14,35,36,10,137,94,33,1
4,54,71,27,21,120,99,2,58,74,1
5,85,34,41,30,65,68,102,100,56,0
104,105,76,26,11,6,42,3,120,113,1
75,93,30,113,62,32,35,22,104,26,0
1,20,30,18,62,11,104,89,31,50,1
1,84,87,45,138,14,83,26,9,33,1
34,9,14,11,126,103,48,93,8,13,1
97,67,64,75,123,36,26,12,136,68,1
95,87,55,71,8,14,61,41,5,119,1
51,64,85,26,8,78,72,1,67,17,1
14,28,80,50,64,36,76,30,67,62,1
74,9,53,119,109,76,34,87,5,93,0
107,68,69,30,35,100,75,41,31,22,1
84,106,54,64,53,56,26,7,39,55,0
32,83,137,10,37,95,25,71,16,35,1
17,93,31,30,16,114,84,135,11,68,0
35,44,2,123,23,30,71,64,34,70,1
39,5,12,100,36,86,32,44,9,108,0
35,31,2,85,64,110,74,128,1,11,0
23,93,26,19,71,88,77,50,36,138,0
25,67,120,97,41,39,90,106,85,56,1
14,8,84,21,96,101,71,1,42,26,0
98,85,40,35,138,10,14,49,45,87,0
6,8,14,26,35,42,2,5,22,37,1
35,49,29,30,20,6,21,2,5,64,1
35,49,14,30,44,31,8,6,21,37,1
41,32,68,27,34,136,53,93,63,39,1
74,114,104,83,35,7,101,8,33,48,0
70,14,11,53,74,47,5,28,99,22,0
1,93,5,30,129,2,128,21,44,35,1
105,21,42,27,62,30,14,15,35,6,1
