71,91,135,137,95,86,76,97,72,56,0
9,18,64,97,123,12,22,62,84,96,0
90,25,44,129,84,54,138,86,104,14,0
138,86,102,22,11,87,114,53,31,129,0
138,100,11,68,88,93,87,35,1,75,0
136,112,135,85,31,37,6,76,102,64,0
121,26,104,27,6,44,83,59,42,105,1
30,93,2,51,106,111,40,97,67,50,1
36,19,72,30,67,64,59,9,35,32,1
46,26,44,14,49,42,120,27,105,13,0
52,111,96,40,12,113,99,84,3,45,1
96,32,14,7,69,10,60,27,93,26,0
44,102,56,45,5,101,13,60,41,26,1
76,43,97,83,44,26,41,67,68,128,1
138,67,31,75,14,8,104,22,30,16,0
53,2,21,101,104,10,113,14,34,86,1
35,70,27,10,68,53,126,17,11,74,0
64,74,22,14,60,31,49,86,110,56,0
35,7,72,44,14,6,126,128,26,22,1
84,120,94,136,77,36,97,102,32,59,0
123,138,27,88,32,81,44,101,100,69,0
50,99,114,94,113,23,75,105,47,30,0
16,30,113,80,17,106,6,71,50,121,0
11,84,26,104,98,75,10,32,138,81,0
2,21,35,37,14,42,29,64,6,31,0
100,126,59,74,17,19,11,14,105,7,1
97,75,39,123,1,128,135,6,71,23,1
22,67,104,51,13,93,75,44,4,138,0
102,101,26,44,75,59,106,72,27,70,1
59,33,68,72,34,103,56,86,11,17,1
21,83,12,1,69,15,5,72,44,102,1
22,18,21,71,40,2,64,61,37,44,0
2,22,32,14,138,9,75,39,137,44,0
72,106,50,70,14,138,62,35,93,22,0
47,121,8,113,91,1,101,63,68,35,0
120,64,93,13,7,85,56,75,67,136,1
13,69,31,93,58,30,98,8,11,75,0
22,114,102,8,87,106,86,72,35,37,1
53,87,12,11,7,8,138,74,51,14,1
68,65,49,45,13,14,27,47,123,6,0
87,92,29,10,105,6,113,74,14,11,0
32,138,40,6,5,7,50,14,59,71,0
34,84,12,5,36,83,9,129,10,13,0
138,51,75,8,56,6,11,71,9,68,1
32,42,123,95,13,11,26,129,46,74,0
44,31,8,47,20,21,64,6,14,2,0
47,36,45,83,62,37,27,114,11,28,1
104,7,102,59,5,69,75,86,45,32,1
43,71,56,67,128,44,99,76,102,26,0
34,67,9,137,87,32,123,76,114,62,0
26,7,87,62,18,32,42,48,50,12,0
56,137,114,41,35,135,79,66,42,12,1
119,35,65,93,76,2,67,57,7,138,0
29,11,75,56,84,76,97,22,86,41,1
110,39,72,104,17,10,86,135,5,1,0
16,46,81,61,54,44,126,33,123,30,1
138,63,104,53,26,121,35,28,106,90,1
89,14,27,86,58,13,50,11,17,76,1
73,75,104,93,84,64,8,29,121,46,0
46,8,7,21,26,41,86,3,23,76,0
56,31,129,100,16,6,62,22,93,84,0
75,63,32,111,36,8,5,21,56,47,0
34,42,33,39,63,101,11,12,22,8,1
35,98,75,40,20,30,99,21,52,29,1
9,46,11,7,54,68,31,81,104,1,0
50,83,45,67,62,101,36,44,21,2,1
102,106,86,26,67,93,45,20,68,71,0
5,47,41,138,84,17,74,85,70,67,0
70,97,50,23,13,26,94,21,39,14,1
5,57,14,11,8,2,84,7,44,86,1
1,126,32,30,88,14,72,26,62,8,0
62,27,28,6,56,21,35,75,64,104,0
54,72,46,88,44,97,129,41,11,137,0
44,53,84,110,55,62,29,23,14,48,1
22,82,5,32,137,86,60,101,84,54,0
19,31,129,72,17,108,25,69,48,112,1
26,85,123,129,97,50,98,34,70,86,0
2,80,75,85,6,99,86,114,8,9,1
22,95,101,105,1,71,34,7,14,59,0
34,17,104,119,58,138,35,46,14,98,0
85,74,44,137,123,47,64,35,5,6,1
50,101,34,93,2,14,31,91,6,138,1
99,95,33,123,93,39,76,1,54,35,1
27,93,104,80,100,109,129,1,97,69,1
105,135,17,64,44,8,87,86,40,69,1
99,21,27,1,76,56,20,2,31,42,0
44,59,59,65,14,58,90,39,102,87,1
6,29,35,104,56,44,106,123,30,2,1
56,26,104,34,57,113,76,9,100,2,0
74,82,102,66,30,26,75,6,138,27,0
128,87,104,75,67,14,77,94,86,11,1
67,21,71,32,53,101,41,52,99,35,0
35,30,96,87,97,53,99,119,9,113,1
101,104,72,8,75,27,14,26,44,9,0
42,138,11,68,83,69,89,51,76,87,1
32,2,97,30,8,88,48,11,14,31,0
1,36,86,22,102,14,72,68,71,67,1
81,26,10,34,104,51,119,63,93,95,0
7,8,11,82,107,41,37,111,71,123,1
16,35,9,87,7,97,83,45,44,22,0
15,27,25,81,7,19,136,8,14,84,0
6,44,30,91,114,89,84,5,53,34,1
29,49,42,64,37,31,26,44,2,20,1
8,104,16,35,50,45,51,59,38,44,1
67,31,97,114,104,1,99,6,5,75,0
106,86,14,77,1,70,74,97,114,51,1
11,104,41,86,75,119,28,44,101,35,0
69,49,27,113,93,30,36,123,6,34,1
75,63,14,114,23,2,95,30,39,21,1
27,64,111,58,34,126,105,32,7,56,0
39,67,16,15,72,121,10,137,123,9,0
18,26,76,64,9,101,22,14,71,6,0
21,106,70,86,79,6,94,110,57,77,0
21,112,86,8,102,85,30,95,55,44,1
71,44,22,14,72,129,57,91,123,10,1
109,90,30,41,59,99,71,68,40,44,0
53,14,47,62,84,46,119,21,15,35,1
62,77,93,31,10,8,101,14,7,99,0
38,17,101,37,92,112,67,23,36,35,0
48,75,2,112,87,68,44,21,1,114,1
109,75,49,45,126,64,129,27,56,128,1
21,8,71,11,100,108,9,28,113,70,0
86,104,75,65,32,6,101,14,73,78,0
17,15,86,14,69,5,48,55,39,51,0
53,75,58,135,108,22,14,54,78,119,1
7,135,1,75,84,87,30,114,138,14,0
32,106,83,1,110,54,49,55,14,28,1
8,120,27,64,76,83,7,56,33,99,1
39,35,137,30,26,11,96,37,64,12,0
93,53,7,102,36,41,5,120,104,1,1
11,5,28,123,70,14,36,33,75,53,1
14,59,1,45,86,85,34,30,88,93,0
74,96,19,8,85,128,66,43,93,7,1
26,128,126,8,102,101,68,1,47,67,0
120,119,138,85,108,84,9,67,14,102,0
123,23,74,36,93,100,99,72,8,50,0
54,1,72,5,17,138,64,91,76,97,0
6,75,21,51,101,67,25,20,10,86,0
6,64,123,100,11,60,32,114,101,75,1
63,35,43,101,46,31,60,66,6,15,0
35,2,55,93,86,120,21,30,44,14,1
32,69,7,11,1,31,96,104,27,56,0
43,81,47,6,83,58,84,64,8,138,0
7,137,72,44,11,78,17,101,93,74,1
91,13,8,75,97,31,64,65,54,4,0
128,71,54,21,43,36,106,86,44,91,1
88,6,126,20,123,26,104,14,25,35,1
35,96,138,53,41,1,27,75,7,17,0
40,138,30,49,104,8,5,27,32,95,0
105,114,52,85,1,11,41,86,14,77,1
102,98,5,138,6,114,70,19,17,30,1
121,43,1,84,17,34,123,120,129,67,1
108,6,70,1,93,30,99,16,35,47,1
2,113,91,75,86,11,67,97,33,110,0
47,68,112,93,51,35,34,21,14,32,1
10,1,138,5,113,93,19,129,114,128,1
10,37,48,35,83,102,6,2,20,30,0
120,84,93,90,75,1,77,105,104,121,0
71,26,75,138,10,42,137,25,123,27,1
35,44,104,101,32,86,81,105,23,67,1
84,42,100,61,18,93,31,105,106,6,1
119,93,64,7,31,50,8,86,69,22,0
35,4,96,47,138,56,25,101,29,135,0
32,120,54,64,93,137,53,26,17,94,1
36,20,39,54,64,6,14,80,136,135,1
30,67,84,136,126,2,76,27,32,44,0
41,35,110,31,48,26,57,136,39,81,1
32,56,76,111,33,86,35,93,96,119,1
62,70,31,123,34,60,7,1,121,11,0
21,6,30,26,2,29,5,20,44,8,0
47,21,8,64,26,20,14,22,6,42,1
100,42,47,14,84,71,26,41,10,6,1
1,75,113,98,22,81,8,18,13,101,0
28,14,31,114,128,26,75,8,7,11,1
75,30,1,37,7,22,39,81,8,123,1
70,68,69,7,9,123,21,35,14,108,1
26,135,42,59,86,1,138,85,72,8,0
18,110,138,105,86,67,2,97,13,7,0
70,25,106,31,50,62,67,126,7,104,0
108,95,36,110,105,85,120,47,44,1,1
42,93,84,105,114,26,81,44,35,71,0
9,21,2,14,6,31,120,100,53,109,1
60,19,67,22,37,21,54,120,14,43,0
51,11,68,119,138,16,129,5,84,80,1
1,81,6,31,9,88,39,2,54,30,0
1,86,79,11,68,37,85,104,123,9,0
71,96,50,11,41,9,138,36,104,74,1
35,91,22,17,37,81,74,5,84,7,0
65,100,51,8,84,138,129,126,22,16,1
6,11,119,138,50,72,98,34,100,8,1
34,8,6,49,17,11,31,42,14,113,1
12,14,11,101,56,21,86,138,32,126,0
80,88,62,25,26,65,119,41,109,63,1
34,73,9,101,8,126,93,44,25,1,0
135,107,44,26,75,22,6,27,76,57,0
78,121,27,7,47,64,86,138,114,48,1
1,71,47,74,87,76,128,93,100,105,0
26,72,6,14,11,36,8,74,23,77,1
17,86,32,35,73,93,54,14,56,74,0
36,8,25,86,84,99,48,20,76,22,0
88,2,50,93,52,21,20,14,83,8,0
138,17,58,72,84,85,19,105,1,126,1
48,25,9,110,97,22,75,53,35,62,1
76,94,75,87,85,59,11,128,99,86,1
11,48,84,81,64,37,106,135,75,44,1
114,32,93,2,50,75,31,81,67,100,1
51,88,4,13,138,34,120,48,87,62,1
18,135,67,50,97,11,14,35,41,119,0
93,72,100,137,13,88,5,129,63,9,0
83,1,12,39,62,123,37,35,102,41,0
49,20,74,101,93,1,17,11,19,100,0
83,17,44,40,23,75,6,108,15,49,1
62,54,102,56,21,32,2,36,14,44,1
26,2,22,50,12,73,11,16,121,37,1
7,28,52,13,12,69,30,123,10,25,1
97,90,4,34,61,30,56,41,44,5,0
35,84,104,32,86,8,12,7,107,96,1
30,39,1,31,96,15,82,129,119,37,0
37,80,75,102,8,73,71,60,5,6,1
29,104,101,98,32,71,67,5,87,15,0
83,106,6,14,41,21,26,8,99,44,0
14,22,2,57,67,6,90,136,19,102,1
22,40,30,66,27,14,6,36,93,90,0
36,93,9,112,21,56,97,114,51,15,0
27,9,75,95,42,68,32,19,80,101,1
63,135,86,36,27,11,34,96,16,121,1
68,99,63,15,8,93,60,16,76,37,0
14,26,47,21,129,50,123,48,119,94,0
58,6,14,104,22,100,105,17,21,86,1
6,7,106,137,86,2,22,41,138,68,0
22,104,1,62,21,49,35,44,129,5,1
74,93,84,21,26,45,105,17,42,98,0
93,100,15,128,62,43,73,138,14,84,1
42,7,26,98,86,101,14,28,111,93,1
36,14,26,60,1,76,41,31,7,59,0
64,99,138,6,20,81,1,101,39,84,1
109,58,8,70,41,19,99,53,71,34,0
74,103,68,121,1,30,10,35,53,7,1
54,32,22,88,34,76,12,129,47,75,1
75,101,74,138,54,7,69,62,6,22,0
104,128,71,106,2,44,21,96,25,53,1
53,86,8,70,21,138,42,16,1,98,1
42,97,26,21,27,58,11,138,1,14,1
64,39,45,62,4,47,40,46,12,35,0
112,11,48,137,75,101,14,73,120,119,0
65,86,54,87,96,9,14,31,35,93,1
114,22,97,32,69,101,108,64,98,6,0
22,79,90,18,129,101,9,25,126,77,1
49,20,30,6,42,64,44,26,35,21,0
14,8,31,35,49,2,6,26,42,20,1
34,22,129,9,8,75,26,54,84,106,0
56,68,42,75,121,23,87,20,11,67,1
76,59,86,67,99,19,119,74,104,56,1
95,70,53,20,101,32,29,62,72,105,1
108,44,76,5,136,67,100,60,68,35,1
97,136,73,105,93,36,20,7,6,35,0
15,67,119,83,35,2,85,138,4,54,1
13,14,93,71,113,48,34,28,59,47,1
121,120,2,67,100,138,30,93,123,104,0
76,1,27,123,49,128,44,22,9,108,0
135,95,1,121,27,114,59,87,104,31,1
46,27,93,77,7,44,28,4,73,76,1
114,14,106,10,128,44,97,7,86,85,1
7,21,120,15,59,9,6,53,36,62,0
22,35,72,30,18,47,17,54,75,28,0
46,42,75,64,104,45,71,68,56,128,0
30,123,104,10,138,14,108,109,31,83,0
44,46,11,37,91,101,59,26,56,54,0
37,17,104,93,86,84,53,8,137,14,1
110,54,75,63,53,21,76,2,20,67,1
113,62,29,18,85,36,32,19,11,128,1
22,46,30,108,56,32,74,67,53,97,1
17,11,32,49,72,1,74,113,34,35,0
34,43,30,26,53,21,17,44,107,29,0
35,14,84,31,2,98,86,11,8,87,0
32,87,74,29,70,102,138,96,14,97,0
11,5,14,44,129,9,39,1,97,83,0
2,58,25,84,43,95,34,8,35,123,1
70,45,33,138,18,86,85,100,67,49,0
64,44,119,23,93,6,75,16,5,128,0
61,14,22,67,7,75,35,25,8,104,1
84,2,85,70,39,36,50,128,6,119,1
52,30,49,32,14,16,74,67,91,53,0
67,105,74,81,83,14,55,62,18,68,1
62,44,72,86,128,51,55,26,97,2,1
21,106,41,97,59,30,84,99,74,35,0
89,54,11,40,60,5,21,49,71,64,1
2,26,35,36,8,82,18,47,37,22,0
28,120,123,7,14,17,75,44,96,11,1
104,8,82,123,7,14,75,114,50,58,1
71,8,30,88,14,19,106,5,99,123,1
14,86,53,76,50,74,11,28,21,54,0
11,17,7,19,44,23,92,14,126,51,1
0,0,0,0,0,0,0,0,0,0,0
37,64,29,47,35,30,22,44,14,42,1
114,10,126,39,21,14,100,119,56,25,1
89,47,83,85,21,6,26,59,72,14,0
70,104,56,2,27,94,22,42,6,26,0
86,123,99,71,30,47,1,6,10,28,1
104,56,6,8,25,9,71,63,86,34,1
47,22,64,135,56,36,75,58,120,44,1
75,8,65,22,37,83,35,5,67,100,1
26,71,33,123,104,138,30,119,14,11,1
22,30,69,18,8,67,60,87,64,44,0
44,90,137,6,93,94,123,30,28,25,1
87,104,63,5,44,32,1,2,30,111,0
113,81,47,25,3,15,49,28,27,37,1
49,26,36,44,105,25,46,40,17,135,1
22,34,35,75,138,19,135,106,94,37,1
9,36,74,92,10,50,70,29,35,26,0
123,58,41,101,72,50,28,105,86,1,1
45,41,21,56,101,30,102,113,11,14,1
4,137,101,7,13,48,14,121,60,17,0
